map_uid;login;ubiname;team;position;round;total_points;score;checkpoints;end_match;time
jWPhzLJGafQDPSoXtnLT6PZfmH2;2DYnpCx8S-mWnBq0Hy95-g;Kurisu-tina_;\N;13;1;365;47961;3773,13768,19883,28335,38349,42238,46855,47961;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;t5IlapErRhyfjWYqBAoVzg;Karlukki;\N;14;1;358;47968;3864,14005,20078,28338,38297,42095,46808,47968;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;eUoobETZQnaDzkMcunurdA;Marius89..;\N;15;1;351;47982;3792,13902,19904,28505,38574,42234,46888,47982;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;L1y4StxhS0aUGfP_OCoe1Q;xGuull;\N;16;1;344;48121;3818,14014,20042,28408,38417,42127,46955,48121;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;uJ6DaJRbRX6riNklD3XqvQ;CatBagasm;\N;17;1;338;48331;3782,13968,20154,28282,38176,42095,47108,48331;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;lQakLAayTRiyDxvH0CKvEg;Killian_.;\N;18;1;332;48595;3778,13875,19949,28292,38652,42632,47432,48595;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;V_vWwMxbQqO0GgDYtK3zTg;KNACKII-U.U-;\N;19;1;327;48703;3798,14038,20538,28878,38848,42554,47515,48703;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;o5CwDJbNTdu_4Dc67_rg2w;JUT.Harry;\N;20;1;322;48861;3797,14066,20462,28902,38563,42664,47635,48861;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;0plnfcI8TUSBPRmcgQbI-w;OwlEye;\N;21;1;317;48994;3814,14572,20714,29058,39282,43101,47812,48994;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;9Xjt5MYTR1eviSh3mFc1xA;Retoxi;\N;22;1;312;49725;3973,14317,20496,29145,39485,43552,48462,49725;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;LNQuQmpvTRGxqjRXrgMM_Q;Titan_3X;\N;23;1;308;49783;3824,14115,20421,28832,40002,43892,48562,49783;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;yRigbMYiSeS2a2vLZIjbTA;InfernoTM.;\N;24;1;304;49834;3788,13752,19737,27728,37508,41195,45928,49834;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;qmZlwJ84TIWLyZtTG0kL1g;DingDingDingTM;\N;25;1;300;50099;4128,15315,21668,29908,39989,44012,48972,50099;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;N9Gp-WAKQWWEBi0AG63oGQ;Yann.TM;\N;26;1;297;50282;3788,13928,19869,28305,40432,44557,49175,50282;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;duzYCzPgSsCSPOosBZJu6w;Liffey.;\N;27;1;294;51124;3958,14295,20484,28815,41381,45192,49932,51124;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;g99d814yQPOLAAPgV3vISw;Tundil897;\N;28;1;291;51219;3838,14001,20801,29078,40043,44264,49599,51219;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;3q2MNAJISh6g6O2zCeJ2NA;LeftIsFaster;\N;29;1;288;51369;5613,15961,22247,30622,41369,45175,50018,51369;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;3QiPnsyzSV-E7OrXhNTZ2A;FighterDE;\N;30;1;285;56072;8297,18505,24754,33152,43968,47834,52944,56072;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;MPvgbR3LT3mw8O7H3iSDVg;Shantiyay;\N;31;1;282;62163;3788,21342,27774,36495,50688,55111,60935,62163;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;19yViem4SO-1U9RfgLBjIQ;Ban_Mr_Greedy;\N;32;1;280;62971;3869,14008,19982,28282,52908,56838,61728,62971;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;UcES0KWiTB6NUFJBFp6qFw;singerous.;\N;33;1;278;64674;3864,15760,22114,32235,53120,58344,63432,64674;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;U-X3mdQhTbSIaKDTp3QAYw;Funkerberg;\N;34;1;0;-1;;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;QqaYuX9ZQQSoQmPHFIjWGQ;Brind;\N;35;1;0;-1;;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;Z4Dl1Gb9QiS_EwV-Mtet5w;HUGH_JAN0S;\N;36;1;0;-1;;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;XoQlszEDTTGx8uQ7mek_vw;Phosphorescentt;\N;37;1;0;-1;;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;F4aNYLSUS4iB3_Td_a4c8Q;Evo.Chris92;\N;38;1;0;-1;;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;DE3yRs0pQJ-KfDJyFNeazQ;Evo.Palli;\N;39;1;0;-1;;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;WG1bAmRCQ06uBGW0OSg-bw;HavoccTM;\N;40;1;0;-1;;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;i4AUjXKnRfuGuHMOaXLP7w;Linden.CC;\N;41;1;0;-1;;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;NGcBSsHMSq6Z_mvrXsojKg;Mr.Joermungandr;\N;42;1;0;-1;;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;NTJ0Oob6RhWjQ9D6eGe7WQ;NLBS_;\N;43;1;0;-1;;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;XtO-pzE0RImUsH-NWjuvQA;knutwest;\N;44;1;0;-1;;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;sHPPSXb4TRuN50yggB_hIg;xkoshy;\N;45;1;0;-1;;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;1aAj3epZQO-UAXt43rQoHA;zelibumba;\N;46;1;0;-1;;0;2025-04-02 18:20:14
jWPhzLJGafQDPSoXtnLT6PZfmH2;cncibHERSXeVpllZONllTA;Rh3torique;\N;1;2;955;47647;3779,13704,19628,27975,38038,41844,46492,47647;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;-PfCgIQZRy6TKWQ2_j0Eww;NuPrime_TM;\N;2;2;920;47033;3819,13808,19791,27728,37378,41140,45878,47033;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;P5wa0Zj4TGmG2AyT6hi5wg;SparkTheYoofer;\N;3;2;916;47599;3759,13815,19917,28062,37682,41507,46468,47599;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;JvRadosZS-SZUPngNn5IYA;Venn.jpg;\N;4;2;884;48043;3809,13712,19733,28478,38539,42427,46978,48043;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;Hp6vj6FuTHiHS7xyeZYVmg;Javas..;\N;5;2;852;47999;3777,13742,19880,28332,38487,42295,46888,47999;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;LASf-NPUSm2VlWOV6W3ybA;mshk_frede;\N;6;2;797;48478;3748,13898,20362,29158,38877,42568,47335,48478;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;mJZx-6H9S6uOl96QKAnZcQ;Bimy..;\N;7;2;789;48100;3778,14172,20269,28675,38659,42518,47048,48100;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;N9Gp-WAKQWWEBi0AG63oGQ;Yann.TM;\N;8;2;767;47624;3773,13862,19817,28055,37872,41782,46415,47624;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;Vq5ZN29fS_mQx8OZSIbdnA;indiedriver;\N;9;2;763;48231;3798,13998,19969,28495,38676,42481,47125,48231;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;0plnfcI8TUSBPRmcgQbI-w;OwlEye;\N;10;2;760;47872;3799,13982,19927,28252,38303,42048,46755,47872;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;V_vWwMxbQqO0GgDYtK3zTg;KNACKII-U.U-;\N;11;2;758;47905;3813,13875,19961,28422,38393,42027,46738,47905;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;FlcTcBmzRJ-c4Lxp-Mz3ZQ;DrShnizzle;\N;12;2;746;48245;3828,13988,20008,28435,38616,42395,47102,48245;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;t5IlapErRhyfjWYqBAoVzg;Karlukki;\N;13;2;739;48188;3844,13828,19766,28158,38514,42428,47098,48188;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;jBT0kLm1RLOrAaPEk38wAA;miles.TM;\N;14;2;733;52694;3789,13732,19716,27941,37654,41467,46228,52694;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;duzYCzPgSsCSPOosBZJu6w;Liffey.;\N;15;2;714;47965;3803,14135,20234,28451,38129,41902,46808,47965;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;2F_SzL9qRKeIzJ2GlbgriA;J4K_TM;\N;16;2;709;49651;3813,15167,21567,29972,40242,44032,48572,49651;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;2DYnpCx8S-mWnBq0Hy95-g;Kurisu-tina_;\N;17;2;697;48423;3749,14081,20532,28935,38933,42745,47338,48423;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;eUoobETZQnaDzkMcunurdA;Marius89..;\N;18;2;695;48368;3873,13972,19889,28328,38799,42510,47188,48368;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;uJ6DaJRbRX6riNklD3XqvQ;CatBagasm;\N;19;2;689;48343;3799,13998,20054,28295,38568,42425,47228,48343;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;o5CwDJbNTdu_4Dc67_rg2w;JUT.Harry;\N;20;2;680;48320;3764,13932,19991,28715,38412,42310,47122,48320;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;lQakLAayTRiyDxvH0CKvEg;Killian_.;\N;21;2;670;48409;3794,13797,19883,28438,38302,42371,47265,48409;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;sysKs8ExTw2GkZg8_Q_CZg;Mericle_;\N;22;2;661;51768;3859,16487,23119,32355,42227,46073,50652,51768;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;yRigbMYiSeS2a2vLZIjbTA;InfernoTM.;\N;23;2;626;48620;3803,13718,19713,28645,38842,42866,47542,48620;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;L1y4StxhS0aUGfP_OCoe1Q;xGuull;\N;24;2;620;55699;3798,13945,19994,28292,45669,49428,54225,55699;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;qmZlwJ84TIWLyZtTG0kL1g;DingDingDingTM;\N;25;2;612;48944;3894,14138,20413,28795,39233,43057,47855,48944;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;9Xjt5MYTR1eviSh3mFc1xA;Retoxi;\N;26;2;594;52142;3914,14765,21182,30439,41948,46262,50968,52142;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;19yViem4SO-1U9RfgLBjIQ;Ban_Mr_Greedy;\N;27;2;588;49311;3908,14458,20682,28948,39142,43031,48035,49311;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;LNQuQmpvTRGxqjRXrgMM_Q;Titan_3X;\N;28;2;588;52549;3858,16248,22621,31051,42769,46862,51425,52549;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;g99d814yQPOLAAPgV3vISw;Tundil897;\N;29;2;585;50999;3814,14234,20762,29478,39829,43985,49274,50999;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;3q2MNAJISh6g6O2zCeJ2NA;LeftIsFaster;\N;30;2;579;51054;3893,15258,21767,30118,41107,45035,49868,51054;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;UcES0KWiTB6NUFJBFp6qFw;singerous.;\N;31;2;575;49904;3894,14165,20318,29138,39617,43552,48651,49904;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;MPvgbR3LT3mw8O7H3iSDVg;Shantiyay;\N;32;2;567;52104;3819,13995,20329,28905,41347,45455,50753,52104;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;3QiPnsyzSV-E7OrXhNTZ2A;FighterDE;\N;33;2;559;59119;3893,15301,21567,30088,47547,52253,57642,59119;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;Z4Dl1Gb9QiS_EwV-Mtet5w;HUGH_JAN0S;\N;34;2;317;48745;3778,13991,20228,28835,38869,42812,47578,48745;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;XoQlszEDTTGx8uQ7mek_vw;Phosphorescentt;\N;35;2;304;49544;3809,14158,20329,28985,39108,43318,48308,49544;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;QqaYuX9ZQQSoQmPHFIjWGQ;Brind;\N;36;2;272;59249;3824,14867,21443,30338,41347,45555,50823,59249;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;U-X3mdQhTbSIaKDTp3QAYw;Funkerberg;\N;37;2;270;65683;3913,27628,34404,43255,54315,59014,64273,65683;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;hPCnBeJkTt2wVPBrJhJxVg;romac20;\N;38;2;0;-1;;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;F4aNYLSUS4iB3_Td_a4c8Q;Evo.Chris92;\N;39;2;0;-1;;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;DE3yRs0pQJ-KfDJyFNeazQ;Evo.Palli;\N;40;2;0;-1;;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;WG1bAmRCQ06uBGW0OSg-bw;HavoccTM;\N;41;2;0;-1;;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;i4AUjXKnRfuGuHMOaXLP7w;Linden.CC;\N;42;2;0;-1;;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;NGcBSsHMSq6Z_mvrXsojKg;Mr.Joermungandr;\N;43;2;0;-1;;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;NTJ0Oob6RhWjQ9D6eGe7WQ;NLBS_;\N;44;2;0;-1;;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;XtO-pzE0RImUsH-NWjuvQA;knutwest;\N;45;2;0;-1;;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;sHPPSXb4TRuN50yggB_hIg;xkoshy;\N;46;2;0;-1;;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;1aAj3epZQO-UAXt43rQoHA;zelibumba;\N;47;2;0;-1;;0;2025-04-02 18:21:34
jWPhzLJGafQDPSoXtnLT6PZfmH2;cncibHERSXeVpllZONllTA;Rh3torique;\N;1;3;1455;47227;3783,13888,19938,28098,37803,41584,46162,47227;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;-PfCgIQZRy6TKWQ2_j0Eww;NuPrime_TM;\N;2;3;1351;47649;3824,13885,19943,27995,38103,41850,46488,47649;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;JvRadosZS-SZUPngNn5IYA;Venn.jpg;\N;3;3;1249;48084;3803,14061,20507,28908,38716,42495,47032,48084;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;Vq5ZN29fS_mQx8OZSIbdnA;indiedriver;\N;4;3;1218;47408;3797,13834,19842,27898,37969,41598,46302,47408;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;N9Gp-WAKQWWEBi0AG63oGQ;Yann.TM;\N;5;3;1210;47450;3774,13848,19792,27891,37918,41798,46358,47450;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;jBT0kLm1RLOrAaPEk38wAA;miles.TM;\N;6;3;1203;47301;3759,13725,19672,27815,37782,41654,46205,47301;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;mJZx-6H9S6uOl96QKAnZcQ;Bimy..;\N;7;3;1198;47862;3778,13781,19827,28308,38148,42124,46788,47862;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;Hp6vj6FuTHiHS7xyeZYVmg;Javas..;\N;8;3;1196;48273;3774,13728,19905,28272,38732,42588,47175,48273;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;P5wa0Zj4TGmG2AyT6hi5wg;SparkTheYoofer;\N;9;3;1192;53670;3753,13835,19847,27925,43739,47668,52532,53670;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;t5IlapErRhyfjWYqBAoVzg;Karlukki;\N;10;3;1120;48018;3838,13991,19971,28858,38657,42378,46942,48018;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;yRigbMYiSeS2a2vLZIjbTA;InfernoTM.;\N;11;3;1111;47262;3809,13725,19767,27838,37603,41521,46195,47262;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;LASf-NPUSm2VlWOV6W3ybA;mshk_frede;\N;12;3;1109;48802;3777,15242,21342,29328,39033,42800,47708,48802;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;V_vWwMxbQqO0GgDYtK3zTg;KNACKII-U.U-;\N;13;3;1109;48272;3839,13978,20137,28592,38732,42562,47138,48272;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;FlcTcBmzRJ-c4Lxp-Mz3ZQ;DrShnizzle;\N;14;3;1104;48263;3848,14035,20092,28162,38458,42325,47138,48263;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;0plnfcI8TUSBPRmcgQbI-w;OwlEye;\N;15;3;1098;48299;3809,13908,19963,28572,38717,42520,47158,48299;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;lQakLAayTRiyDxvH0CKvEg;Killian_.;\N;16;3;1090;47712;3784,13771,19799,28198,38137,42057,46602,47712;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;duzYCzPgSsCSPOosBZJu6w;Liffey.;\N;17;3;1087;48067;3789,13825,19919,28118,38109,42222,46948,48067;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;eUoobETZQnaDzkMcunurdA;Marius89..;\N;18;3;1085;47935;3833,13857,19903,28308,38399,42085,46798,47935;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;o5CwDJbNTdu_4Dc67_rg2w;JUT.Harry;\N;19;3;1079;47894;3778,13945,19944,28485,38061,41971,46755,47894;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;2DYnpCx8S-mWnBq0Hy95-g;Kurisu-tina_;\N;20;3;1019;48565;3754,13758,20029,28562,38912,42890,47498,48565;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;2F_SzL9qRKeIzJ2GlbgriA;J4K_TM;\N;21;3;994;52554;3834,13967,20049,28095,43063,46906,51475,52554;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;sysKs8ExTw2GkZg8_Q_CZg;Mericle_;\N;22;3;993;48332;3868,13991,20253,28705,38652,42535,47178,48332;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;uJ6DaJRbRX6riNklD3XqvQ;CatBagasm;\N;23;3;971;52737;3824,13952,20023,28148,37975,42002,47532,52737;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;L1y4StxhS0aUGfP_OCoe1Q;xGuull;\N;24;3;947;48342;3769,13925,20114,28422,38269,42391,47132,48342;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;qmZlwJ84TIWLyZtTG0kL1g;DingDingDingTM;\N;25;3;912;49094;3893,14094,20441,28718,39307,43204,47955,49094;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;19yViem4SO-1U9RfgLBjIQ;Ban_Mr_Greedy;\N;26;3;896;48971;3933,14058,20333,28725,39063,43014,47778,48971;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;3q2MNAJISh6g6O2zCeJ2NA;LeftIsFaster;\N;27;3;876;49583;3853,14235,20674,29152,39841,43595,48352,49583;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;9Xjt5MYTR1eviSh3mFc1xA;Retoxi;\N;28;3;868;57111;3904,14114,20370,29224,47093,51252,55982,57111;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;LNQuQmpvTRGxqjRXrgMM_Q;Titan_3X;\N;29;3;868;53208;3828,14002,20506,29388,41689,46474,51935,53208;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;g99d814yQPOLAAPgV3vISw;Tundil897;\N;30;3;863;53412;3928,15641,22259,30928,42501,46775,52044,53412;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;MPvgbR3LT3mw8O7H3iSDVg;Shantiyay;\N;31;3;858;50883;3822,14542,21082,29672,40089,44218,49489,50883;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;3QiPnsyzSV-E7OrXhNTZ2A;FighterDE;\N;32;3;853;49966;3893,14111,20294,28675,39362,43608,48702,49966;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;UcES0KWiTB6NUFJBFp6qFw;singerous.;\N;33;3;845;60551;3868,14247,20406,29128,50308,54458,59338,60551;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;XoQlszEDTTGx8uQ7mek_vw;Phosphorescentt;\N;34;3;621;48658;3814,14098,20224,28655,38897,42700,47515,48658;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;Z4Dl1Gb9QiS_EwV-Mtet5w;HUGH_JAN0S;\N;35;3;621;48991;3753,13938,20097,28562,39113,42918,47785,48991;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;QqaYuX9ZQQSoQmPHFIjWGQ;Brind;\N;36;3;560;51009;3887,14521,20897,29465,39932,44100,49398,51009;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;U-X3mdQhTbSIaKDTp3QAYw;Funkerberg;\N;37;3;542;57790;3893,14100,20735,29328,39613,43648,48793,57790;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;hPCnBeJkTt2wVPBrJhJxVg;romac20;\N;38;3;0;-1;;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;F4aNYLSUS4iB3_Td_a4c8Q;Evo.Chris92;\N;39;3;0;-1;;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;DE3yRs0pQJ-KfDJyFNeazQ;Evo.Palli;\N;40;3;0;-1;;0;2025-04-02 18:22:48
jWPhzLJGafQDPSoXtnLT6PZfmH2;WG1bAmRCQ06uBGW0OSg-bw;HavoccTM;\N;41;3;0;-1;;0;2025-04-02 18:22:48
