map_uid;login;ubiname;team;position;round;total_points;score;checkpoints;end_match;time
Fw7sGUQv5bQo9JvlIup8DdWIBbe;sJUn8rYdTZqM3HNIRZD4Hw;Insanity.TM;\N;41;1;0;-1;;0;2025-04-23 18:20:13
Fw7sGUQv5bQo9JvlIup8DdWIBbe;lQakLAayTRiyDxvH0CKvEg;Killian_.;\N;42;1;0;-1;;0;2025-04-23 18:20:13
Fw7sGUQv5bQo9JvlIup8DdWIBbe;HdJHN4zOS0SDwsKvIFleeQ;KunZRR;\N;43;1;0;-1;;0;2025-04-23 18:20:13
Fw7sGUQv5bQo9JvlIup8DdWIBbe;i4AUjXKnRfuGuHMOaXLP7w;Linden.CC;\N;44;1;0;-1;;0;2025-04-23 18:20:13
Fw7sGUQv5bQo9JvlIup8DdWIBbe;NGcBSsHMSq6Z_mvrXsojKg;Mr.Joermungandr;\N;45;1;0;-1;;0;2025-04-23 18:20:13
Fw7sGUQv5bQo9JvlIup8DdWIBbe;yToepUzsSiShKXUuV55hkA;Tanto.22;\N;46;1;0;-1;;0;2025-04-23 18:20:13
Fw7sGUQv5bQo9JvlIup8DdWIBbe;M8GpBUjfTt-HNpnphKm1Sw;VIPmadmaxVIP;\N;47;1;0;-1;;0;2025-04-23 18:20:13
Fw7sGUQv5bQo9JvlIup8DdWIBbe;-2eFU_cwRCqgNd_FD0pbew;mime.cut;\N;1;2;1000;52565;4501,8132,11942,17101,23311,31217,35918,40788,45554,52565;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;b2fWAvZLS-2mCDR63PjK0Q;Novu.;\N;2;2;955;52718;4473,8232,12011,17238,23378,31307,35958,40892,45664,52718;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;jBT0kLm1RLOrAaPEk38wAA;miles.TM;\N;3;2;913;52744;4427,8112,11875,17188,23302,31322,35938,40911,45759,52744;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;Hp6vj6FuTHiHS7xyeZYVmg;Javas..;\N;4;2;886;52802;4396,8145,11898,17235,23322,31292,35998,40902,45644,52802;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;V_vWwMxbQqO0GgDYtK3zTg;KNACKII-U.U-;\N;5;2;852;52841;4503,8167,12005,17142,23395,31332,36055,40932,45689,52841;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;duzYCzPgSsCSPOosBZJu6w;Liffey.;\N;6;2;851;52872;4466,8082,12032,17292,23427,31474,36152,41037,45839,52872;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;yRigbMYiSeS2a2vLZIjbTA;InfernoTM.;\N;7;2;828;53140;4670,8348,12165,17342,23558,31592,36252,41220,45989,53140;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;mJZx-6H9S6uOl96QKAnZcQ;Bimy..;\N;8;2;799;52988;4484,8148,11925,17222,23365,31366,36002,40975,45834,52988;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;P5wa0Zj4TGmG2AyT6hi5wg;SparkTheYoofer;\N;9;2;773;59776;4829,9288,13318,18628,24778,32772,37522,47852,52654,59776;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;eUoobETZQnaDzkMcunurdA;Marius89..;\N;10;2;764;53317;4562,8281,12058,17308,23495,31536,36222,41100,46119,53317;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;Z4Dl1Gb9QiS_EwV-Mtet5w;HUGH_JAN0S;\N;11;2;739;53497;4489,8212,12038,17338,23645,31608,36318,41312,46199,53497;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;264RmPjsRV6taBtBmnwiSQ;krokzey;\N;12;2;728;53060;4467,8097,11945,17235,23535,31502,36192,41185,45944,53060;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;2DYnpCx8S-mWnBq0Hy95-g;Kurisu-tina_;\N;13;2;724;52928;4498,8174,11932,17295,23372,31297,36018,40912,45774,52928;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;2HxWwCaLRMy_ybI5oeFa0w;Nightlight-.-;\N;14;2;713;53087;4463,8137,11988,17321,23495,31453,36158,41088,45939,53087;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;LASf-NPUSm2VlWOV6W3ybA;mshk_frede;\N;15;2;697;53963;4388,8078,11878,17205,23472,31793,36728,41759,46834,53963;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;FlcTcBmzRJ-c4Lxp-Mz3ZQ;DrShnizzle;\N;16;2;695;53676;4485,8175,12058,17265,23518,31463,36728,41711,46489,53676;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;0fyhJszSRPKBsml0CLHG8Q;BavvFC;\N;17;2;681;53054;4561,8221,12132,17378,23548,31534,36218,41235,45974,53054;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;cncibHERSXeVpllZONllTA;Rh3torique;\N;18;2;670;58412;4616,8409,12762,19282,25822,33744,41542,46448,51214,58412;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;t5IlapErRhyfjWYqBAoVzg;Karlukki;\N;19;2;660;53888;4464,8541,12368,17795,23964,32149,36885,41890,46704,53888;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;RbzUxnJhTbu4P_-Ckgg9Ag;Flueffel.dpk;\N;20;2;648;53527;4486,8142,11988,17318,23451,31824,36608,41532,46364,53527;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;o6R6oiSaQF-bUrczGVMJmg;br4MMO;\N;21;2;648;58152;4559,8290,12175,17674,23947,32064,36992,42034,46824,58152;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;AwqQ_0eAS1utNp97Bh6woQ;GoldGriot;\N;22;2;640;63620;4439,8174,12105,17737,24048,41757,46445,51554,56424,63620;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;pHDLXTdHSVKk-XCRYKIhgg;Kopatych.xDD;\N;23;2;639;56254;5948,11294,15338,20565,26787,34698,39438,44362,49189,56254;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;nduQqIHTS8CA0rCPi6N0Pw;Glennralishh;\N;24;2;634;54712;4483,8206,12185,17691,24065,32404,37052,42385,47244,54712;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;sysKs8ExTw2GkZg8_Q_CZg;Mericle_;\N;25;2;625;55944;4480,8195,11971,17875,24668,32998,38618,43755,48634,55944;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;XoQlszEDTTGx8uQ7mek_vw;Phosphorescentt;\N;26;2;621;54575;4457,8285,12135,17548,24034,32454,37305,42391,47219,54575;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;3q2MNAJISh6g6O2zCeJ2NA;LeftIsFaster;\N;27;2;617;58284;4494,8737,13071,18654,26508,36062,40885,46127,51004,58284;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;7iWUerMDQVmgQHWzBvzNxA;Wedgemania;\N;28;2;599;56730;5661,9574,13668,19102,25625,33733,38788,44128,49044,56730;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;UEKFwh3QTcuCqmf0L_VFlA;DvinJo;\N;29;2;594;58582;4502,8251,12054,17372,24432,33679,38372,45204,50694,58582;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;uJ6DaJRbRX6riNklD3XqvQ;CatBagasm;\N;30;2;573;61271;4485,8172,12018,17317,25572,35581,40272,45573,50484,61271;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;u9dzA3pATY6jIypoxhuRaQ;Xcu83;\N;31;2;571;59478;4463,8305,12288,17881,25675,35669,41055,46682,51864,59478;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;MPvgbR3LT3mw8O7H3iSDVg;Shantiyay;\N;32;2;565;63871;4825,8985,12964,18502,25402,35524,40262,51258,56179,63871;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;4bKoFJuITLO3BH77dmJXnQ;Cerrmor;\N;33;2;556;64811;4779,8878,13512,19765,27298,37855,44882,51548,56809,64811;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;JNG1r-xfRIq6YccFjZYEbQ;Steexow;\N;34;2;276;65100;4949,9088,13405,19358,27853,39217,44688,51072,56934,65100;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;7Dc6IurATf2Pq2H9NfEJ4Q;Rivway;\N;35;2;274;69428;4731,8954,14025,20381,28264,39969,45262,52009,57699,69428;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;aY4FLllFRYiRA_0Qzm77AQ;Bzit14;\N;36;2;0;-1;;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;F4aNYLSUS4iB3_Td_a4c8Q;Evo.Chris92;\N;37;2;0;-1;;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;DE3yRs0pQJ-KfDJyFNeazQ;Evo.Palli;\N;38;2;0;-1;;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;r45HJ_gGTZyKb0YMnDQaEw;FaZe_Meloen;\N;39;2;0;-1;;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;jLUHkQF9QIaZ8zUt7yuIyw;FemboyGoonerTM;\N;40;2;0;-1;;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;sJUn8rYdTZqM3HNIRZD4Hw;Insanity.TM;\N;41;2;0;-1;;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;lQakLAayTRiyDxvH0CKvEg;Killian_.;\N;42;2;0;-1;;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;HdJHN4zOS0SDwsKvIFleeQ;KunZRR;\N;43;2;0;-1;;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;i4AUjXKnRfuGuHMOaXLP7w;Linden.CC;\N;44;2;0;-1;;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;NGcBSsHMSq6Z_mvrXsojKg;Mr.Joermungandr;\N;45;2;0;-1;;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;yToepUzsSiShKXUuV55hkA;Tanto.22;\N;46;2;0;-1;;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;M8GpBUjfTt-HNpnphKm1Sw;VIPmadmaxVIP;\N;47;2;0;-1;;0;2025-04-23 18:21:38
Fw7sGUQv5bQo9JvlIup8DdWIBbe;-2eFU_cwRCqgNd_FD0pbew;mime.cut;\N;1;3;1500;52473;4407,8084,11874,17092,23171,31048,35705,40672,45419,52473;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;jBT0kLm1RLOrAaPEk38wAA;miles.TM;\N;2;3;1398;52621;4407,8060,11848,17142,23262,31219,35898,40802,45584,52621;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;Hp6vj6FuTHiHS7xyeZYVmg;Javas..;\N;3;3;1356;52786;4439,8163,11961,17308,23361,31282,36032,40925,45749,52786;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;duzYCzPgSsCSPOosBZJu6w;Liffey.;\N;4;3;1306;52822;4487,8118,11922,17218,23385,31373,36105,40992,45794,52822;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;yRigbMYiSeS2a2vLZIjbTA;InfernoTM.;\N;5;3;1271;52884;4464,8166,11978,17225,23332,31377,36095,41092,45919,52884;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;b2fWAvZLS-2mCDR63PjK0Q;Novu.;\N;6;3;1237;64137;4468,8175,11975,17165,23258,31148,35822,40805,56989,64137;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;V_vWwMxbQqO0GgDYtK3zTg;KNACKII-U.U-;\N;7;3;1233;53045;4579,8175,12145,17348,23482,31486,36142,41085,45939,53045;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;mJZx-6H9S6uOl96QKAnZcQ;Bimy..;\N;8;3;1230;52900;4431,8055,11852,17115,23245,31269,35985,40882,45734,52900;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;eUoobETZQnaDzkMcunurdA;Marius89..;\N;9;3;1184;52902;4533,8222,11981,17298,23398,31397,36168,41057,45869,52902;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;2DYnpCx8S-mWnBq0Hy95-g;Kurisu-tina_;\N;10;3;1123;52996;4419,8073,11925,17287,23388,31438,36165,41075,45894,52996;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;2HxWwCaLRMy_ybI5oeFa0w;Nightlight-.-;\N;11;3;1122;52965;4392,8032,11915,17198,23364,31328,36015,41001,45829,52965;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;P5wa0Zj4TGmG2AyT6hi5wg;SparkTheYoofer;\N;12;3;1095;56008;4436,8162,11945,17207,23318,34114,39205,44158,48949,56008;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;264RmPjsRV6taBtBmnwiSQ;krokzey;\N;13;3;1093;53197;4479,8164,11935,17292,23485,31567,36412,41367,46129,53197;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;FlcTcBmzRJ-c4Lxp-Mz3ZQ;DrShnizzle;\N;14;3;1068;53115;4394,8111,11975,17268,23471,31399,36248,41178,46054,53115;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;LASf-NPUSm2VlWOV6W3ybA;mshk_frede;\N;15;3;1055;53244;4424,8141,11965,17435,23614,31558,36162,41305,46109,53244;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;Z4Dl1Gb9QiS_EwV-Mtet5w;HUGH_JAN0S;\N;16;3;1033;58188;4484,8128,11952,17321,23451,31382,36198,46127,51054,58188;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;0fyhJszSRPKBsml0CLHG8Q;BavvFC;\N;17;3;1032;53493;4531,8203,12068,17365,23495,31819,36628,41595,46359,53493;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;pHDLXTdHSVKk-XCRYKIhgg;Kopatych.xDD;\N;18;3;1029;53008;4476,8161,11951,17198,23325,31493,36152,41118,45919,53008;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;cncibHERSXeVpllZONllTA;Rh3torique;\N;19;3;1008;53955;4387,8100,11932,17174,23312,31427,36528,41829,46764,53955;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;AwqQ_0eAS1utNp97Bh6woQ;GoldGriot;\N;20;3;984;53678;4557,8267,12211,17521,23814,31896,36712,41718,46579,53678;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;t5IlapErRhyfjWYqBAoVzg;Karlukki;\N;21;3;972;56728;4478,8197,12012,17304,23465,31497,36248,41225,46064,56728;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;o6R6oiSaQF-bUrczGVMJmg;br4MMO;\N;22;3;956;56845;4501,8220,12081,17402,24009,34332,39082,44502,49479,56845;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;sysKs8ExTw2GkZg8_Q_CZg;Mericle_;\N;23;3;952;55331;4594,8361,12198,17588,23761,31778,37112,42527,47439,55331;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;RbzUxnJhTbu4P_-Ckgg9Ag;Flueffel.dpk;\N;24;3;939;58805;4460,8128,11928,17192,25129,36962,41732,46805,51734,58805;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;XoQlszEDTTGx8uQ7mek_vw;Phosphorescentt;\N;25;3;938;56411;4518,8796,12825,18268,25105,34362,39048,44178,49019,56411;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;nduQqIHTS8CA0rCPi6N0Pw;Glennralishh;\N;26;3;934;57333;4484,8175,12112,17408,24429,34114,38888,44497,49774,57333;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;UEKFwh3QTcuCqmf0L_VFlA;DvinJo;\N;27;3;926;54807;4481,8225,12117,17462,23855,32104,37242,42262,47124,54807;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;7iWUerMDQVmgQHWzBvzNxA;Wedgemania;\N;28;3;903;57102;4534,8367,12347,18071,24925,34587,39318,44735,49644,57102;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;3q2MNAJISh6g6O2zCeJ2NA;LeftIsFaster;\N;29;3;897;65959;4438,8174,11968,17345,23841,41804,46465,52611,58454,65959;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;MPvgbR3LT3mw8O7H3iSDVg;Shantiyay;\N;30;3;862;57627;4519,8238,12078,17502,24778,34559,39585,44954,50244,57627;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;uJ6DaJRbRX6riNklD3XqvQ;CatBagasm;\N;31;3;861;60226;4474,8192,14998,20332,29108,37284,42292,47188,51874,60226;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;4bKoFJuITLO3BH77dmJXnQ;Cerrmor;\N;32;3;841;61694;4774,8609,13061,19158,26415,36459,41928,48002,53169,61694;0;2025-04-23 18:23:00
Fw7sGUQv5bQo9JvlIup8DdWIBbe;u9dzA3pATY6jIypoxhuRaQ;Xcu83;\N;33;3;571;-1;;0;2025-04-23 18:23:00
